candidate,sentiment,subject_matter,tweet_text,tweet_created
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:32
Donald Trump,Neutral,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,8/6/15 21:32
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:32
No candidate mentioned,Negative,LGBT issues,"Oh, we'll hear them talk about discrimination on those who discriminate others but LGBTS being discriminated is ok to them.  #GOPDebates",8/6/15 21:32
No candidate mentioned,Negative,Racial issues,"Saying ""all lives matter"" should have been worth points in the #FantasyGOPDebates league. Missed opportunity there. #GOPDebates",8/6/15 21:32
Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:32
Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. ________ #GOPDebates  #GOPDebates,8/6/15 21:32
John Kasich,Positive,LGBT issues,He accepts my daughter. I'm so happy. A republican ACCEPTING MY CHILD! RT #GOPDebates #Kasich #Gaymarriage  https://t.co/po2AWD9qsd,8/6/15 21:32
John Kasich,Neutral,None of the above,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,8/6/15 21:32
Donald Trump,Negative,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,8/6/15 21:32
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:32
No candidate mentioned,Neutral,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:32
Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:32
No candidate mentioned,Negative,Jobs and Economy,RT @racquetball54: I hate when they call Social Security an entitlement. The  government doesn't fund Social Security you and your employer_ _,8/6/15 21:32
No candidate mentioned,Negative,Racial issues,@megynkelly just asked is black lives mattered?!? #GOPDebates #SayHerName #BlackLivesMatter,8/6/15 21:32
Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, ________ #GOPDebate  #GOPDebates",8/6/15 21:32
John Kasich,Neutral,LGBT issues,"RT @cpnote: Kacinich; ""some of my best friends are gay""#GOPDebates",8/6/15 21:32
Rand Paul,Negative,Gun Control,"Rand Paul: I don't want my marriage or guns to be registered in DC.  Now, who on this stage is packing? Im Denny Crane #GOPdebates",8/6/15 21:32
Donald Trump,Negative,None of the above,"RT @TheBeatlesRule4: ""When did you actually become a Republican?"" BOOM SHOTS FIRED AGAINST TRUMP #GOPDebates",8/6/15 21:32
No candidate mentioned,Negative,None of the above,RT @SpudLovr: #True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiun_ _,8/6/15 21:32
Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:32
Ted Cruz,Negative,None of the above,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, ________ #GOPDebate  #GOPDebates",8/6/15 21:32
No candidate mentioned,Negative,None of the above,"RT @ira: At this point, talking about 9/11 at #GOPDebates has gone on longer than ""Who is A?"" on Pretty Little Liars",8/6/15 21:32
No candidate mentioned,Neutral,None of the above,Believe it or not I'm not getting any air...  #GOPDebates http://t.co/lIP17r5HNj,8/6/15 21:32
No candidate mentioned,Neutral,None of the above,RT @MotorCityLib: Forget the #GOPdebates and let's talk about this Ronald Raven..,8/6/15 21:32
John Kasich,Positive,None of the above,RT @msgoddessrises: #Kasich I LOVE YOU!!!!!!! RT %#GOPDebates #Gaymarriage,8/6/15 21:32
John Kasich,Positive,None of the above,Is Kasich aware that he's making sense? #GOPDebates,8/6/15 21:32
Donald Trump,Negative,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:32
Donald Trump,Positive,None of the above,"I know I'm tweeting too much, but I'm just tryna to get a forced invite to Trump's next wedding. #GOPDebates #GOPteen",8/6/15 21:32
Donald Trump,Negative,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:32
John Kasich,Neutral,None of the above,Did Kasich basically just say he wants 2 be VP 4 Bush??? #GOPDebates,8/6/15 21:32
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:32
No candidate mentioned,Neutral,Jobs and Economy,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:32
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:32
Donald Trump,Negative,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:32
Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:32
Donald Trump,Positive,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:32
No candidate mentioned,Negative,None of the above,RT @BethBehrs: Classy. #GOPDebates  https://t.co/pZpyl1rdU6,8/6/15 21:32
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:32
Donald Trump,Negative,None of the above,"RT @radmax: Trump ""often sounds like more of a Democrat than a Republican"". Stop trying to make Liberal Trump happen! We dON'T WANT HIM!!!!_ _",8/6/15 21:32
Donald Trump,Neutral,Jobs and Economy,RT @SandraEckersley: Bankruptcy. The Donald Trump master plan for the USA that must look appealing now to Joe Hockey &amp; Tony Abbott. #GOPDeb_ _,8/6/15 21:32
John Kasich,Positive,LGBT issues,"Despite support for traditional marriage, @JohnKasich would accept daughter if she was gay. #GOPdebates #LZDebates",8/6/15 21:32
Ted Cruz,Neutral,None of the above,No talking to Ted Cruz... Why? #GOPDebate #GOPDebates #TedCruz,8/6/15 21:32
Donald Trump,Negative,None of the above,"""When did you actually become a Republican?"" BOOM SHOTS FIRED AGAINST TRUMP #GOPDebates",8/6/15 21:32
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:32
Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:32
Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. ________ #GOPDebates  #GOPDebates,8/6/15 21:32
Ted Cruz,Negative,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ________ #GOPDebate  #G_ _",8/6/15 21:32
Donald Trump,Positive,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:32
No candidate mentioned,Negative,Gun Control,Hmm which chapter in the bible says we should all have guns? #GOPDebates,8/6/15 21:32
Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. ________ #GOPDebates  #GOPDebates,8/6/15 21:32
John Kasich,Negative,None of the above,Told you! And he called @govsandoval ??? #Kasich2016 #GOPDebates  https://t.co/YDJeEvL31x,8/6/15 21:32
John Kasich,Positive,LGBT issues,A GOP candidate who respects all - Gov John Kaisch #SameSexMarriage #GOPDebates,8/6/15 21:32
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:33
Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:33
No candidate mentioned,Negative,None of the above,RT @SpudLovr: #True Number of #Walker16 aides convicted of felonies higher than number of WI Voter Impersonation cases in past 30 yrs #wiun_ _,8/6/15 21:33
No candidate mentioned,Neutral,FOX News or Moderators,"Straight Outta Compton commercial! ""Look how hip and urban friendly we are!"" - Fox News. #GOPDebates",8/6/15 21:33
John Kasich,Positive,None of the above,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,8/6/15 21:33
No candidate mentioned,Negative,None of the above,Also why did ya'll backward ass MF's only ask the moderates about social issues #GOPDebates,8/6/15 21:33
Donald Trump,Negative,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:33
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:33
No candidate mentioned,Negative,Gun Control,"RT @averykayla: ""There's no reason today why am American citizen should walk the streets with a loaded gun"" Ronald Reagen #RandPaul #GOPDeb_ _",8/6/15 21:33
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:33
Jeb Bush,Negative,FOX News or Moderators,".@dccc @PPFA
Cancel the primaries. Fox Party set up &amp; anointed their man Jeb Bush
#GOPDebates #CantTrustABush http://t.co/bgzYsySfSU",8/6/15 21:33
Donald Trump,Neutral,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:33
Donald Trump,Positive,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:33
Donald Trump,Negative,None of the above,So does Trump have any substantive policies or...? #GOPdebates,8/6/15 21:33
Donald Trump,Positive,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:33
No candidate mentioned,Negative,Racial issues,"ONE ""race"" question. LOLOLOLOL #GOPdebates",8/6/15 21:33
No candidate mentioned,Negative,None of the above,RT @_Darling_Nikki: __—_ RT @SupermanHotMale Little bitch fight alert ---&gt; : D #GopDebates http://t.co/13q9KKoaSX,8/6/15 21:33
Scott Walker,Negative,None of the above,Walker answers questions like he's at Miss America pageant #GOPDebates,8/6/15 21:33
No candidate mentioned,Negative,None of the above,drink every time a candidate says Reagan  #rnc #gop #GOPDebate #GOPDebates,8/6/15 21:33
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:33
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:33
Donald Trump,Negative,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:33
Donald Trump,Positive,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:33
Donald Trump,Negative,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:33
No candidate mentioned,Negative,None of the above,RT @MallieBee: Let's just decide who our next #president is by having a Political Hunger Games #presidentialdebate #GOPDebates,8/6/15 21:33
Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. ________ #GOPDebates  #GOPDebates,8/6/15 21:33
No candidate mentioned,Neutral,FOX News or Moderators,Of course they ask one person and a candidate that won't win anyway smh #GOPdebates,8/6/15 21:33
No candidate mentioned,Negative,Religion,Religion &amp; business degrees: the elective mental illnesses! #GOPDebates,8/6/15 21:33
No candidate mentioned,Negative,None of the above,#GOPDebates are going to make me an alcoholic!,8/6/15 21:33
Rand Paul,Positive,None of the above,Rand Paul has my vote #GopDebates #RandPaul,8/6/15 21:33
No candidate mentioned,Negative,Racial issues,Finally talking about race 100 min. In and CUT TO COMMERCIAL #BlackLivesMatter #GOPDebates #GOPDebacle,8/6/15 21:33
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:33
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:33
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:33
Scott Walker,Negative,None of the above,This guy-#Walker speaks like he has a stick up his ass. #GOPDebates,8/6/15 21:33
No candidate mentioned,Negative,Women's Issues (not abortion though),"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #_ _",8/6/15 21:33
No candidate mentioned,Negative,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:33
Donald Trump,Negative,FOX News or Moderators,"Megyn - Did you call #Trump2016 names?
Bush - Not me!
Megyn - Ok! 
Seriously??? Crucify him like you do Trump!
#GOPDebates #Biased",8/6/15 21:33
Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:33
Donald Trump,Negative,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:33
Donald Trump,Positive,FOX News or Moderators,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. ________ #GOPDebate  #GOPDebates",8/6/15 21:33
No candidate mentioned,Neutral,LGBT issues,"RT @InaMaziarcz: You see the people in the audience looking around when they clapped for Gay Rights. People were like, da fuk... #GOPDebates",8/6/15 21:33
Donald Trump,Negative,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:33
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:33
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:33
No candidate mentioned,Negative,Women's Issues (not abortion though),"RT @monaeltahawy: Oh boy: ""social issues"" = GOP code for who can control women's bodies &amp; sexuality the most. Hold on tight, TwitterLand  #_ _",8/6/15 21:33
Jeb Bush,Neutral,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. ________ #GOPDebates  #GOPDebates,8/6/15 21:33
No candidate mentioned,Neutral,None of the above,Ask all the candidates! #GOPDebates,8/6/15 21:33
No candidate mentioned,Negative,Women's Issues (not abortion though),"Same mistakes #Republicans have always made, they still make tonight- not pandering to the feelings of female voters. #GOPDebates",8/6/15 21:33
Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. ________ #GOPDebates  #GOPDebates,8/6/15 21:33
No candidate mentioned,Negative,FOX News or Moderators,@EdgeofSports @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPDebates,8/6/15 21:34
No candidate mentioned,Negative,FOX News or Moderators,RT @SalMasekela: Straight Outta Compton commercial on Fox News. Well played. ___Ç__èè #GOPDebates,8/6/15 21:34
Donald Trump,Negative,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:34
No candidate mentioned,Negative,None of the above,Bernie Sanders would wipe the floor with ALL of these clowns. #FeelTheBern #DebateWithBernie #GOPDebates,8/6/15 21:34
Rand Paul,Neutral,None of the above,"@NateSilver538 @mikeallen 
And this is from what? I agree with the top 2 but Carson, out bush out, Paul, out! #GOPDebates",8/6/15 21:34
Ted Cruz,Neutral,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ________ #GOPDebate  #G_ _",8/6/15 21:34
Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. ________ #GOPDebates  #GOPDebates,8/6/15 21:34
No candidate mentioned,Negative,None of the above,They call this a debate? More like festival of regurgitation of lame talking points #GOPDebates,8/6/15 21:34
No candidate mentioned,Negative,Abortion,RT @RaisedByCulture: Unborn lives are more important. That's what these men are saying #GOPDebates,8/6/15 21:34
Ted Cruz,Negative,None of the above,RT @SupermanHotMale: Go back to Canada Asshole #GopDebates http://t.co/rUgCy5JvZQ,8/6/15 21:34
John Kasich,Negative,None of the above,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,8/6/15 21:34
Donald Trump,Positive,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:34
John Kasich,Positive,None of the above,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,8/6/15 21:34
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:34
No candidate mentioned,Negative,None of the above,#GOPDebates Wowww they went through the #BlackLivesMatter like they don't matter. One candidate then its commercial time. Shit,8/6/15 21:34
Donald Trump,Positive,Immigration,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",8/6/15 21:34
Marco Rubio,Positive,Abortion,@YoungPros4Rubio @RickCanton  RUBIO awesome response on pro life #GOPDebates #Rubio2016,8/6/15 21:34
No candidate mentioned,Negative,Abortion,"RT @SupermanHotMale: Dear #GOP, Nobody likes Abortion, we just don't want republicans raping our children and getting away with it. #GopDeb_ _",8/6/15 21:34
Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. ________ #GOPDebates  #GOPDebates,8/6/15 21:34
Ben Carson,Negative,FOX News or Moderators,RT @DanMoore755: @RealBenCarson and a few others aren't getting any time to debate. In a real debate everybody gets involved. #GOP2016 #GOP_ _,8/6/15 21:34
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:34
Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. ________ #GOPDebates  #GOPDebates,8/6/15 21:34
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:34
John Kasich,Neutral,None of the above,Make it it's EASY! #Kasich #GOPDebates  https://t.co/SvKjoltIYh,8/6/15 21:34
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:34
No candidate mentioned,Negative,FOX News or Moderators,LMAO who watches #FoxNews is going to watch the NWA movie #GOPDebates,8/6/15 21:34
No candidate mentioned,Positive,FOX News or Moderators,Straight Outta Compton commercial on Fox News. Well played. ___Ç__èè #GOPDebates,8/6/15 21:34
John Kasich,Positive,LGBT issues,"RT @SupermanHotMale: Dear John Kasich, Beat your Republican friends with a gay tree branch : )  #GopDebates",8/6/15 21:34
Ted Cruz,Positive,FOX News or Moderators,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 
I'm LOL at how you refuse to ask him questions!
#GOPDebat_ _",8/6/15 21:34
No candidate mentioned,Negative,None of the above,RT @_RyanTurek: #GOPDebates brought to you by_ _ STRAIGHT OUTTA COMPTON.,8/6/15 21:34
No candidate mentioned,Negative,None of the above,Who else got a Straight Outta Compton commercial during #GOPDebates,8/6/15 21:34
Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. ________ #GOPDebates  #GOPDebates,8/6/15 21:34
Ted Cruz,Neutral,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ________ #GOPDebate  #G_ _",8/6/15 21:34
Ben Carson,Negative,FOX News or Moderators,Fox Ignoring Dr. Carson is a HUGE mistake! Lots of criticism coming tomorrow! #GOPDebates,8/6/15 21:34
No candidate mentioned,Neutral,None of the above,"@Gayer_Than_Thou Feel better soon! (And don't watch #GOPDebates.) 
I prescribe Percodan + Butter Pecan @Willy1733 #TCMParty",8/6/15 21:34
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:34
Jeb Bush,Negative,None of the above,"RT @Mariacka: Newsflash, JEB - You won't unite the country with #CommonCore. Please!  LOL! #GOPDebates",8/6/15 21:34
No candidate mentioned,Negative,Racial issues,#BlackLivesMatter is a cop killing movement. #GOPdebates,8/6/15 21:34
No candidate mentioned,Neutral,None of the above,"""Bromance"" #GOPdebates",8/6/15 21:34
Chris Christie,Negative,None of the above,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. ________ #GOPDebates  #GOPDebates,8/6/15 21:34
Mike Huckabee,Positive,None of the above,I'm getting the best presidential vibe from @GovMikeHuckabee @ChrisChristie &amp; @JebBush #GOPdebates ________,8/6/15 21:34
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:34
Ben Carson,Neutral,None of the above,RT @DanMoore755: @RealBenCarson and a few others aren't getting any time to debate. In a real debate everybody gets involved. #GOP2016 #GOP_ _,8/6/15 21:34
John Kasich,Negative,None of the above,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,8/6/15 21:34
John Kasich,Positive,None of the above,It's enough to win center!:) he's fantastic! #Kasich4Us #GOPDebates  https://t.co/tnTRjwjkbx,8/6/15 21:34
Ted Cruz,Negative,FOX News or Moderators,@TriciaNC1 @LUCruzCrew @FoxNews only has talked to Ted three times as of now. Why? #GOPDebates #GOPDebate #gop #TedCruz,8/6/15 21:34
No candidate mentioned,Negative,Abortion,"RT @SupermanHotMale: Dear #GOP, Nobody likes Abortion, we just don't want republicans raping our children and getting away with it. #GopDeb_ _",8/6/15 21:34
John Kasich,Positive,None of the above,I also think Kasich is doing fine. I'm a RINO prolly #GOPDebates,8/6/15 21:34
No candidate mentioned,Negative,FOX News or Moderators,"Hey Chris Wallace, These guys have a better plan than President Obama? Make the popcorn kids, this is going to be stupid... #GopDebates",8/6/15 21:34
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. ________ #GOPDebate_ _,8/6/15 21:34
Donald Trump,Positive,None of the above,RT @RWSurferGirl: Ask Trump a legitimate question. Look at Wallace's face when Trump nails it. ________ #GOPDebate  #GOPDebates,8/6/15 21:34
John Kasich,Positive,None of the above,RT @SalMasekela: Is Kasich aware that he's making sense? #GOPDebates,8/6/15 21:34
Donald Trump,Negative,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:34
No candidate mentioned,Negative,Racial issues,"#gopdebates questions r worded like personal attacks, including half truths. They stated cops were targeting blacks. That's not true. #toct",8/6/15 21:34
Mike Huckabee,Neutral,None of the above,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. ________  #GOPDebate  #GOPDebates,8/6/15 21:34
No candidate mentioned,Neutral,None of the above,Can't believe this #StraightOuttaCompton trailer is on during the #GOPDebates,8/6/15 21:34
John Kasich,Negative,LGBT issues,#kasich just admitted having attended a same sex wedding.  That's the sound of his shot at the nomination circling the drain.  #gopdebates,8/6/15 21:34
No candidate mentioned,Negative,FOX News or Moderators,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? ________ #GOPDebate  _ _,8/6/15 21:34
No candidate mentioned,Negative,None of the above,#GOPDebates brought to you by_ _ STRAIGHT OUTTA COMPTON.,8/6/15 21:34
Ben Carson,Positive,None of the above,@RealBenCarson and a few others aren't getting any time to debate. In a real debate everybody gets involved. #GOP2016 #GOPDebate #GOPDebates,8/6/15 21:34
No candidate mentioned,Positive,None of the above,"""I'm surprised this is being advertised right now."" - My gf on #StraightOuttaCompton ads during #GOPDebates",8/6/15 21:34
Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, ________ #GOPDebate  #GOPDebates",8/6/15 21:34
Donald Trump,Positive,None of the above,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. ________ #GOPDebate  #GOPDebates,8/6/15 21:35
Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. ________ #GOPDebates  #GOPDebates,8/6/15 21:35
Donald Trump,Positive,None of the above,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, ________ #GOPDebate  #GOPDebates",8/6/15 21:35
No candidate mentioned,Negative,Racial issues,@rolandsmartin @Dr_DrewZC: #BlackLivesMatter is a cop killing movement. #GOPDebates,8/6/15 21:35
No candidate mentioned,Negative,FOX News or Moderators,"RT @SupermanHotMale: Hey Chris Wallace, These guys have a better plan than President Obama? Make the popcorn kids, this is going to be stup_ _",8/6/15 21:35
Donald Trump,Positive,Immigration,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates",8/6/15 21:35
Ted Cruz,Neutral,None of the above,Anyone heard from Ted Cruz lately?  #gopdebates,8/6/15 21:35
Mike Huckabee,Negative,Abortion,@TwinmomSue Sending troops to our mommy-parts! #GOPDebates,8/6/15 21:35
